Deck Name,Decklist,Event
Wayne Trader-Gadget,"Main Deck — Monsters:
1x Breaker the Magical Warrior
1x Card Trooper
3x Cyber Dragon
3x Cyber Phoenix
1x Drillroid
2x Green Gadget
1x Jinzo
1x Magician of Faith
1x Morphing Jar
2x Red Gadget
1x Snipe Hunter
1x Spirit Reaper
2x Yellow Gadget

Main Deck — Spells:
2x Enemy Controller
1x Future Fusion
3x Hammer Shot
1x Heavy Storm
1x Lightning Vortex
1x Limiter Removal
1x Mystical Space Typhoon
2x Overload Fusion
2x Pot of Avarice
3x Shrink
1x Smashing Ground

Main Deck — Traps:
1x Bottomless Trap Hole
1x Mirror Force
2x Royal Decree
1x Torrential Tribute

Extra Deck — Fusions:
1x Chimeratech Overdragon
2x Cyber End Dragon
2x Cyber Twin Dragon","SJC Washington, D.C. 2007"
Cesar Gonzalez-TeleDAD,"Main Deck — Monsters:
1x Breaker the Magical Warrior
1x Caius the Shadow Monarch
2x Dark Armed Dragon
1x Dark Grepher
1x Destiny HERO - Diamond Dude
1x Destiny HERO - Doom Lord
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
1x Mystic Tomato
1x Sangan
1x Snipe Hunter
1x Spirit Reaper

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon
2x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
2x Phoenix Wing Wind Blast
3x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Fusions:
1x Gladiator Beast Gyzarus
1x Gladiator Beast Heraklinos

Extra Deck — Synchros:
1x Black Rose Dragon
2x Colossal Fighter
2x Goyo Guardian
1x Magical Android
2x Red Dragon Archfiend
3x Stardust Dragon
2x Thought Ruler Archfiend",SJC Atlanta 2008
Felipe DeJesus-Lightsworn,"Main Deck — Monsters:
3x Celestia, Lightsworn Angel
1x Ehren, Lightsworn Monk
2x Garoth, Lightsworn Warrior
1x Herald of Creation
3x Honest
1x Jain, Lightsworn Paladin
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
2x Necro Gardna
1x Neo-Spacian Grand Mole
1x Phantom of Chaos
1x Plaguespreader Zombie
3x Wulf, Lightsworn Beast

Main Deck — Spells:
3x Charge of the Light Brigade
3x Enemy Controller
1x Foolish Burial
1x Heavy Storm
1x Monster Reborn
1x Monster Reincarnation
3x Solar Recharge
1x United We Stand

Main Deck — Traps:
1x Phoenix Wing Wind Blast
1x Royal Decree
1x Shadow-Imprisoning Mirror

Extra Deck — Synchros:
1x Magical Android
1x Stardust Dragon",SJC Atlanta 2008
Da Lee-Lightsworn,"Main Deck — Monsters:
2x Aurkus, Lightsworn Druid
2x Celestia, Lightsworn Angel
1x Ehren, Lightsworn Monk
2x Garoth, Lightsworn Warrior
3x Honest
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
3x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Ryko, Lightsworn Hunter
2x Wulf, Lightsworn Beast

Main Deck — Spells:
3x Charge of the Light Brigade
1x Heavy Storm
1x Monster Reborn
2x Monster Reincarnation
1x Mystical Space Typhoon
2x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
2x Royal Decree
3x Threatening Roar",SJC Atlanta 2008
George Velasquez-TeleDAD,"Main Deck — Monsters:
1x Breaker the Magical Warrior
1x Caius the Shadow Monarch
2x Dark Armed Dragon
1x Dark Grepher
1x Destiny HERO - Diamond Dude
1x Destiny HERO - Doom Lord
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
1x Plaguespreader Zombie
1x Sangan
1x Snipe Hunter
1x Spirit Reaper

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon
2x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
2x Phoenix Wing Wind Blast
3x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Synchros:
1x Black Rose Dragon
2x Colossal Fighter
3x Goyo Guardian
2x Magical Android
2x Red Dragon Archfiend
3x Stardust Dragon
2x Thought Ruler Archfiend",SJC Atlanta 2008
Henry Su-Lightsworn,"Main Deck — Monsters:
3x Celestia, Lightsworn Angel
1x Ehren, Lightsworn Monk
2x Garoth, Lightsworn Warrior
2x Honest
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
3x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Ryko, Lightsworn Hunter
3x Wulf, Lightsworn Beast

Main Deck — Spells:
2x Card of Safe Return
3x Charge of the Light Brigade
2x Foolish Burial
1x Heavy Storm
1x Monster Reborn
2x Monster Reincarnation
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
1x Threatening Roar",SJC Atlanta 2008
James Hames-Zombie TeleDAD,"Main Deck — Monsters:
2x Dark Armed Dragon
3x Destiny HERO - Malicious
3x Goblin Zombie
3x Krebons
3x Mezuki
2x Plaguespreader Zombie
2x Zombie Master

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Burial from a Different Dimension
2x Card of Safe Return
3x Emergency Teleport
2x Foolish Burial
1x Heavy Storm
1x Lightning Vortex
1x Monster Reborn
1x Mystical Space Typhoon
1x Smashing Ground

Main Deck — Traps:
1x Crush Card Virus
1x Phoenix Wing Wind Blast
1x Torrential Tribute

Extra Deck — Synchros:
2x Colossal Fighter
2x Doomkaiser Dragon
3x Goyo Guardian
1x Magical Android
2x Red Dragon Archfiend
1x Revived King Ha Des
2x Stardust Dragon
2x Thought Ruler Archfiend",SJC Atlanta 2008
Jerry Wang-TeleDAD,"Main Deck — Monsters:
1x D.D. Crow
2x Dark Armed Dragon
1x Dark Grepher
1x Destiny HERO - Diamond Dude
1x Destiny HERO - Doom Lord
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
1x Plaguespreader Zombie
1x Sangan
1x Snipe Hunter
1x Spirit Reaper

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
1x Monster Reborn
1x Monster Reincarnation
1x Mystical Space Typhoon
2x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
2x Phoenix Wing Wind Blast
3x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Synchros:
2x Colossal Fighter
3x Goyo Guardian
2x Magical Android
2x Red Dragon Archfiend
3x Stardust Dragon
3x Thought Ruler Archfiend",SJC Atlanta 2008
Jesus Santos-TeleDAD,"Main Deck — Monsters:
1x Breaker the Magical Warrior
1x Caius the Shadow Monarch
1x D.D. Crow
2x Dark Armed Dragon
1x Dark Grepher
1x Destiny HERO - Diamond Dude
1x Destiny HERO - Doom Lord
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
1x Mystic Tomato
1x Sangan

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Gold Sarcophagus
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon
2x Reinforcement of the Army

Main Deck — Traps:
1x Bottomless Trap Hole
1x Crush Card Virus
2x Phoenix Wing Wind Blast
3x Solemn Judgment
1x Torrential Tribute

Extra Deck — Fusions:
1x Gladiator Beast Gyzarus

Extra Deck — Synchros:
1x Black Rose Dragon
2x Colossal Fighter
1x Doomkaiser Dragon
3x Goyo Guardian
1x Magical Android
2x Red Dragon Archfiend
3x Stardust Dragon
1x Thought Ruler Archfiend",SJC Atlanta 2008
Joseph Arecchia-TeleDAD,"Main Deck — Monsters:
1x Breaker the Magical Warrior
1x Caius the Shadow Monarch
2x Dark Armed Dragon
1x Dark Grepher
2x Destiny HERO - Diamond Dude
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
1x Plaguespreader Zombie
1x Sangan
1x Snipe Hunter
1x Spirit Reaper

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon
2x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
2x Phoenix Wing Wind Blast
3x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Fusions:
1x Gladiator Beast Gyzarus

Extra Deck — Synchros:
1x Black Rose Dragon
2x Colossal Fighter
2x Goyo Guardian
1x Iron Chain Dragon
1x Magical Android
2x Red Dragon Archfiend
3x Stardust Dragon
2x Thought Ruler Archfiend",SJC Atlanta 2008
Joseph Roberson-Zombie,"Main Deck — Monsters:
2x Dark Armed Dragon
3x Goblin Zombie
1x Il Blud
3x Mezuki
3x Plaguespreader Zombie
3x Pyramid Turtle
1x Spirit Reaper
3x Zombie Master

Main Deck — Spells:
3x Allure of Darkness
3x Book of Life
1x Brain Control
2x Card of Safe Return
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon

Main Deck — Traps:
1x Crush Card Virus
1x Mirror Force
3x Raigeki Break
3x Solemn Judgment
1x Torrential Tribute

Extra Deck — Synchros:
2x Colossal Fighter
3x Doomkaiser Dragon
3x Goyo Guardian
2x Red Dragon Archfiend
2x Revived King Ha Des
2x Stardust Dragon
1x Thought Ruler Archfiend",SJC Atlanta 2008
Lucien Lemelin-TeleDAD,"Main Deck — Monsters:
1x D.D. Crow
2x Dark Armed Dragon
1x Dark Grepher
1x Destiny HERO - Diamond Dude
1x Destiny HERO - Doom Lord
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
1x Plaguespreader Zombie
1x Sangan
1x Snipe Hunter
1x Spirit Reaper
2x Thunder King Rai-Oh

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
1x Monster Reborn
2x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
1x Mirror Force
2x Phoenix Wing Wind Blast
3x Solemn Judgment
1x Torrential Tribute

Extra Deck — Synchros:
1x Black Rose Dragon
2x Colossal Fighter
2x Goyo Guardian
2x Magical Android
1x Psychic Lifetrancer
2x Red Dragon Archfiend
2x Stardust Dragon
1x Tempest Magician
2x Thought Ruler Archfiend",SJC Atlanta 2008
Maurice Brantley-TeleDAD,"Main Deck — Monsters:
2x Dark Armed Dragon
1x Dark Grepher
2x Destiny HERO - Diamond Dude
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
1x Junk Synchron
3x Krebons
1x Necroface
2x Plaguespreader Zombie

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
1x Magical Mallet
1x Mind Control
1x Monster Reborn
3x Reinforcement of the Army
3x Upstart Goblin

Main Deck — Traps:
1x Crush Card Virus
3x Solemn Judgment

Extra Deck — Synchros:
1x Black Rose Dragon
2x Colossal Fighter
3x Goyo Guardian
2x Magical Android
1x Psychic Lifetrancer
2x Red Dragon Archfiend
2x Stardust Dragon
2x Thought Ruler Archfiend",SJC Atlanta 2008
Russell Duminuco-TeleDAD,"Main Deck — Monsters:
1x Breaker the Magical Warrior
2x Caius the Shadow Monarch
2x Dark Armed Dragon
1x Dark Grepher
1x Destiny HERO - Diamond Dude
1x Destiny HERO - Doom Lord
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
1x Plaguespreader Zombie
1x Psychic Commander
1x Sangan
1x Snipe Hunter

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
1x Mind Control
1x Monster Reborn
2x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
2x Phoenix Wing Wind Blast
3x Solemn Judgment
1x Torrential Tribute

Extra Deck — Synchros:
2x Black Rose Dragon
2x Colossal Fighter
3x Goyo Guardian
1x Magical Android
1x Psychic Lifetrancer
2x Red Dragon Archfiend
2x Stardust Dragon
2x Thought Ruler Archfiend",SJC Atlanta 2008
Victor Reinert-TeleDAD,"Main Deck — Monsters:
1x Breaker the Magical Warrior
1x Caius the Shadow Monarch
2x Dark Armed Dragon
1x Dark Grepher
1x Destiny HERO - Diamond Dude
1x Destiny HERO - Fear Monger
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
1x Plaguespreader Zombie
1x Sangan
1x Snipe Hunter

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
3x Mind Control
1x Monster Reborn
1x Mystical Space Typhoon
2x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
1x Mirror Force
3x Solemn Judgment
1x Torrential Tribute

Extra Deck — Synchros:
1x Black Rose Dragon
2x Colossal Fighter
1x Doomkaiser Dragon
3x Goyo Guardian
1x Magical Android
1x Psychic Lifetrancer
2x Red Dragon Archfiend
2x Stardust Dragon
2x Thought Ruler Archfiend",SJC Atlanta 2008
Adam Corn-TeleDAD,"Main Deck — Monsters:
1x Breaker the Magical Warrior
1x Caius the Shadow Monarch
2x D.D. Crow
2x Dark Armed Dragon
1x Dark Grepher
1x Destiny HERO - Fear Monger
3x Destiny HERO - Malicious
1x Destiny HERO - Plasma
1x Elemental HERO Stratos
3x Krebons
1x Necro Gardna
1x Sangan

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon
2x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
2x Phoenix Wing Wind Blast
3x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Fusions:
1x Gladiator Beast Gyzarus

Extra Deck — Synchros:
1x Colossal Fighter
2x Goyo Guardian
1x Magical Android
2x Red Dragon Archfiend
3x Stardust Dragon
1x Thought Ruler Archfiend",SJC Baltimore 2008
Wesley Johnson-TeleDAD,"Main Deck — Monsters:
1x Breaker the Magical Warrior
1x Caius the Shadow Monarch
1x D.D. Crow
2x Dark Armed Dragon
1x Dark Grepher
1x Destiny HERO - Diamond Dude
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
1x Mystic Tomato
2x Plaguespreader Zombie
1x Sangan

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
2x Mind Control
1x Monster Reborn
1x Mystical Space Typhoon
2x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
2x Phoenix Wing Wind Blast
2x Solemn Judgment
1x Torrential Tribute

Extra Deck — Fusions:
1x Gladiator Beast Gyzarus

Extra Deck — Synchros:
2x Black Rose Dragon
2x Colossal Fighter
1x Doomkaiser Dragon
2x Goyo Guardian
1x Magical Android
1x Psychic Lifetrancer
1x Red Dragon Archfiend
2x Stardust Dragon
2x Thought Ruler Archfiend",SJC Atlanta 2008
Byron Mines-Lightsworn,"Main Deck — Monsters:
1x Aurkus, Lightsworn Druid
3x Celestia, Lightsworn Angel
1x Ehren, Lightsworn Monk
1x Garoth, Lightsworn Warrior
2x Herald of Orange Light
3x Honest
1x Jain, Lightsworn Paladin
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
3x Lyla, Lightsworn Sorceress
3x Necro Gardna
3x Quillbolt Hedgehog
1x Ryko, Lightsworn Hunter
3x Wulf, Lightsworn Beast

Main Deck — Spells:
2x Charge of the Light Brigade
1x Gold Sarcophagus
1x Heavy Storm
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
1x Crush Card Virus",SJC Baltimore 2008
Dale-TeleDAD,"Main Deck — Monsters:
1x Breaker the Magical Warrior
2x Caius the Shadow Monarch
2x D.D. Crow
2x Dark Armed Dragon
2x Dark Grepher
1x Destiny HERO - Doom Lord
1x Destiny HERO - Fear Monger
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
2x Necro Gardna
1x Sangan

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Giant Trunade
1x Heavy Storm
1x Monster Reborn
3x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
1x Phoenix Wing Wind Blast
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Fusions:
1x Gladiator Beast Gyzarus
1x Sanwitch

Extra Deck — Synchros:
2x Colossal Fighter
2x Goyo Guardian
1x Magical Android
3x Red Dragon Archfiend
3x Stardust Dragon
2x Thought Ruler Archfiend",SJC Baltimore 2008
Edgar Flores-Gladiator Beast,"Main Deck — Monsters:
2x D.D. Crow
1x D.D. Warrior Lady
2x Elemental HERO Prisma
1x Elemental HERO Stratos
2x Gladiator Beast Bestiari
2x Gladiator Beast Darius
2x Gladiator Beast Hoplomus
2x Gladiator Beast Laquari
1x Gladiator Beast Murmillo
1x Gladiator Beast Secutor
1x Neo-Spacian Grand Mole
1x Sangan
3x Test Tiger

Main Deck — Spells:
2x Book of Moon
3x Cold Wave
1x Heavy Storm
1x Monster Reborn
3x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
2x Gladiator Beast War Chariot
1x Mirror Force
2x Phoenix Wing Wind Blast
3x Solemn Judgment
1x Torrential Tribute

Extra Deck — Fusions:
1x Elemental HERO Magma Neos
3x Gladiator Beast Gyzarus
1x Gladiator Beast Heraklinos
1x Sanwitch

Extra Deck — Synchros:
1x Avenging Knight Parshath
1x Goyo Guardian
1x Magical Android
1x Nitro Warrior
2x Red Dragon Archfiend
2x Stardust Dragon
1x Thought Ruler Archfiend",SJC Baltimore 2008
Ervin So-TeleDAD,"Main Deck — Monsters:
1x Breaker the Magical Warrior
1x Caius the Shadow Monarch
2x D.D. Crow
2x Dark Armed Dragon
2x Dark Grepher
1x Destiny HERO - Doom Lord
1x Destiny HERO - Fear Monger
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
2x Necro Gardna
1x Sangan

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Giant Trunade
1x Heavy Storm
1x Monster Reborn
3x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
2x Phoenix Wing Wind Blast
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Fusions:
1x Gladiator Beast Gyzarus
1x Gladiator Beast Heraklinos
1x Sanwitch

Extra Deck — Synchros:
2x Colossal Fighter
2x Goyo Guardian
2x Magical Android
2x Red Dragon Archfiend
2x Stardust Dragon
2x Thought Ruler Archfiend",SJC Baltimore 2008
Gianfranco Cesario-TeleDAD,"Main Deck — Monsters:
1x Breaker the Magical Warrior
1x Caius the Shadow Monarch
2x D.D. Crow
2x Dark Armed Dragon
2x Dark Grepher
1x Destiny HERO - Doom Lord
1x Destiny HERO - Fear Monger
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
3x Necro Gardna
1x Sangan

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon
3x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
3x Phoenix Wing Wind Blast
1x Torrential Tribute

Extra Deck — Fusions:
3x Gladiator Beast Gyzarus

Extra Deck — Synchros:
2x Colossal Fighter
2x Goyo Guardian
1x Magical Android
2x Red Dragon Archfiend
3x Stardust Dragon
1x Thought Ruler Archfiend",SJC Baltimore 2008
Jeff Walker-TeleDAD,"Main Deck — Monsters:
1x Armageddon Knight
1x Breaker the Magical Warrior
1x Caius the Shadow Monarch
1x D.D. Crow
2x Dark Armed Dragon
1x Destiny HERO - Fear Monger
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
2x Psychic Commander
1x Sangan
1x Spirit Reaper

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
1x Cold Wave
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon
2x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
1x Mirror Force
3x Solemn Judgment
1x The Transmigration Prophecy
1x Torrential Tribute

Extra Deck — Fusions:
2x Gladiator Beast Gyzarus

Extra Deck — Synchros:
1x Avenging Knight Parshath
2x Colossal Fighter
2x Goyo Guardian
2x Magical Android
2x Red Dragon Archfiend
2x Stardust Dragon
2x Thought Ruler Archfiend",SJC Baltimore 2008
Hector Heras-TeleDAD,"Main Deck — Monsters:
1x Armageddon Knight
1x Breaker the Magical Warrior
2x Caius the Shadow Monarch
2x D.D. Crow
2x Dark Armed Dragon
1x Destiny HERO - Doom Lord
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
1x Psychic Commander
1x Sangan

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Gold Sarcophagus
1x Heavy Storm
1x Mind Control
1x Monster Reborn
2x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
2x Phoenix Wing Wind Blast
3x Solemn Judgment
1x Torrential Tribute

Extra Deck — Fusions:
2x Gladiator Beast Gyzarus
1x Sanwitch

Extra Deck — Synchros:
1x Colossal Fighter
2x Goyo Guardian
2x Magical Android
2x Red Dragon Archfiend
3x Stardust Dragon
2x Thought Ruler Archfiend",SJC Baltimore 2008
Jermol Jupiter-Gladiator Beast,"Main Deck — Monsters:
1x Breaker the Magical Warrior
2x D.D. Crow
2x Elemental HERO Prisma
1x Elemental HERO Stratos
2x Gladiator Beast Bestiari
2x Gladiator Beast Darius
1x Gladiator Beast Equeste
2x Gladiator Beast Hoplomus
2x Gladiator Beast Laquari
1x Gladiator Beast Murmillo
1x Sangan
1x Spirit Reaper
3x Test Tiger

Main Deck — Spells:
2x Book of Moon
1x Brain Control
2x Cold Wave
1x Enemy Controller
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon

Main Deck — Traps:
2x Bottomless Trap Hole
1x Crush Card Virus
2x Dimensional Prison
2x Gladiator Beast War Chariot
3x Solemn Judgment
1x Trap Dustshoot

Extra Deck — Fusions:
1x Elemental HERO Chaos Neos
3x Gladiator Beast Gyzarus
1x Gladiator Beast Heraklinos

Extra Deck — Synchros:
1x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
2x Red Dragon Archfiend
1x Stardust Dragon",SJC Baltimore 2008
Michael Kohanim-Gladiator Beast,"Main Deck — Monsters:
1x Breaker the Magical Warrior
1x Cyber Dragon
2x D.D. Crow
2x Elemental HERO Prisma
1x Elemental HERO Stratos
2x Gladiator Beast Bestiari
2x Gladiator Beast Darius
1x Gladiator Beast Hoplomus
2x Gladiator Beast Laquari
1x Gladiator Beast Murmillo
1x Gladiator Beast Secutor
1x Morphing Jar
1x Neo-Spacian Grand Mole
1x Sangan
1x Spirit Reaper
3x Test Tiger

Main Deck — Spells:
2x Book of Moon
1x Brain Control
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon
1x Reinforcement of the Army
1x Smashing Ground

Main Deck — Traps:
2x Bottomless Trap Hole
1x Crush Card Virus
1x Mirror Force
3x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Fusions:
1x Elemental HERO Dark Neos
1x Elemental HERO Grand Neos
3x Gladiator Beast Gyzarus
2x Gladiator Beast Heraklinos
1x Reaper on the Nightmare
1x Sanwitch

Extra Deck — Synchros:
1x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
1x Stardust Dragon",SJC Baltimore 2008
